Calendar year,Ethnicity,Main offence,Sentence,Value,Flags
"2013","European","Aggravated sexual assault","Imprisonment",196,
"2016","European","Aggravated sexual assault","Imprisonment",155,
"2003","European","Aggravated sexual assault","Total sentences",257,
"2005","European","Aggravated sexual assault","Total sentences",243,
"2006","European","Aggravated sexual assault","Total sentences",228,
"2008","European","Aggravated sexual assault","Total sentences",243,
"2011","European","Aggravated sexual assault","Total sentences",254,
"2013","European","Aggravated sexual assault","Total sentences",291,
"2014","European","Aggravated sexual assault","Total sentences",256,
"2016","European","Aggravated sexual assault","Total sentences",231,
"2002","European","Non-aggravated sexual assault","Imprisonment",13,
"2004","European","Non-aggravated sexual assault","Imprisonment",16,
"2005","European","Non-aggravated sexual assault","Imprisonment",12,
"2007","European","Non-aggravated sexual assault","Imprisonment",4,
"2010","European","Non-aggravated sexual assault","Imprisonment",10,
"2012","European","Non-aggravated sexual assault","Imprisonment",8,
"2015","European","Non-aggravated sexual assault","Imprisonment",16,
"2002","European","Non-aggravated sexual assault","Total sentences",50,
"2004","European","Non-aggravated sexual assault","Total sentences",41,
"2005","European","Non-aggravated sexual assault","Total sentences",46,
"2007","European","Non-aggravated sexual assault","Total sentences",32,
"2010","European","Non-aggravated sexual assault","Total sentences",44,
"2012","European","Non-aggravated sexual assault","Total sentences",44,
"2013","European","Non-aggravated sexual assault","Total sentences",48,
"2015","European","Non-aggravated sexual assault","Total sentences",50,
"2003","European","Driving under the influence of alcohol or other substance","Imprisonment",14,
"2004","European","Driving under the influence of alcohol or other substance","Imprisonment",21,
"2006","European","Driving under the influence of alcohol or other substance","Imprisonment",15,
"2009","European","Driving under the influence of alcohol or other substance","Imprisonment",17,
"2011","European","Driving under the influence of alcohol or other substance","Imprisonment",12,
"2014","European","Driving under the influence of alcohol or other substance","Imprisonment",5,
"2016","European","Driving under the influence of alcohol or other substance","Imprisonment",7,
"2003","European","Driving under the influence of alcohol or other substance","Total sentences",92,
"2004","European","Driving under the influence of alcohol or other substance","Total sentences",87,
"2006","European","Driving under the influence of alcohol or other substance","Total sentences",106,
"2009","European","Driving under the influence of alcohol or other substance","Total sentences",97,
"2011","European","Driving under the influence of alcohol or other substance","Total sentences",123,
"2012","European","Driving under the influence of alcohol or other substance","Total sentences",134,
"2014","European","Driving under the influence of alcohol or other substance","Total sentences",129,
"2002","European","Dangerous or negligent operation (driving) of a vehicle","Imprisonment",29,
"2003","European","Dangerous or negligent operation (driving) of a vehicle","Imprisonment",39,
"2005","European","Dangerous or negligent operation (driving) of a vehicle","Imprisonment",45,
"2008","European","Dangerous or negligent operation (driving) of a vehicle","Imprisonment",47,
"2010","European","Dangerous or negligent operation (driving) of a vehicle","Imprisonment",42,
"2013","European","Dangerous or negligent operation (driving) of a vehicle","Imprisonment",16,
"2015","European","Dangerous or negligent operation (driving) of a vehicle","Imprisonment",19,
"2016","European","Dangerous or negligent operation (driving) of a vehicle","Imprisonment",21,
"2002","European","Dangerous or negligent operation (driving) of a vehicle","Total sentences",2514,
"2003","European","Dangerous or negligent operation (driving) of a vehicle","Total sentences",2749,
"2005","European","Dangerous or negligent operation (driving) of a vehicle","Total sentences",3248,
"2008","European","Dangerous or negligent operation (driving) of a vehicle","Total sentences",4067,
"2010","European","Dangerous or negligent operation (driving) of a vehicle","Total sentences",3484,
"2011","European","Dangerous or negligent operation (driving) of a vehicle","Total sentences",3007,
"2013","European","Dangerous or negligent operation (driving) of a vehicle","Total sentences",2421,
"2016","European","Dangerous or negligent operation (driving) of a vehicle","Total sentences",1982,
"2004","European","Harassment and private nuisance","Imprisonment",2,
"2007","European","Harassment and private nuisance","Imprisonment",2,
"2009","European","Harassment and private nuisance","Imprisonment",4,
"2012","European","Harassment and private nuisance","Imprisonment",4,
"2014","European","Harassment and private nuisance","Imprisonment",5,
"2015","European","Harassment and private nuisance","Imprisonment",3,
"2002","European","Harassment and private nuisance","Total sentences",46,
"2004","European","Harassment and private nuisance","Total sentences",51,
"2007","European","Harassment and private nuisance","Total sentences",40,
"2009","European","Harassment and private nuisance","Total sentences",24,
"2010","European","Harassment and private nuisance","Total sentences",37,
"2012","European","Harassment and private nuisance","Total sentences",32,
"2015","European","Harassment and private nuisance","Total sentences",52,
"2003","European","Threatening behaviour","Imprisonment",33,
"2006","European","Threatening behaviour","Imprisonment",40,
"2008","European","Threatening behaviour","Imprisonment",49,
"2011","European","Threatening behaviour","Imprisonment",72,
"2013","European","Threatening behaviour","Imprisonment",48,
"2014","European","Threatening behaviour","Imprisonment",60,
"2016","European","Threatening behaviour","Imprisonment",74,
"2003","European","Threatening behaviour","Total sentences",285,
"2006","European","Threatening behaviour","Total sentences",306,
"2008","European","Threatening behaviour","Total sentences",422,
"2009","European","Threatening behaviour","Total sentences",457,
"2011","European","Threatening behaviour","Total sentences",452,
"2014","European","Threatening behaviour","Total sentences",369,
"2016","European","Threatening behaviour","Total sentences",465,
"2002","European","Aggravated robbery","Imprisonment",78,
"2005","European","Aggravated robbery","Imprisonment",93,
"2007","European","Aggravated robbery","Imprisonment",62,
"2010","European","Aggravated robbery","Imprisonment",68,
"2012","European","Aggravated robbery","Imprisonment",48,
"2013","European","Aggravated robbery","Imprisonment",49,
"2015","European","Aggravated robbery","Imprisonment",40,
"2002","European","Aggravated robbery","Total sentences",100,
"2005","European","Aggravated robbery","Total sentences",111,
"2007","European","Aggravated robbery","Total sentences",86,
"2008","European","Aggravated robbery","Total sentences",98,
"2010","European","Aggravated robbery","Total sentences",114,
"2013","European","Aggravated robbery","Total sentences",81,
"2015","European","Aggravated robbery","Total sentences",62,
"2016","European","Aggravated robbery","Total sentences",78,
"2004","European","Non-aggravated robbery","Imprisonment",1,
"2006","European","Non-aggravated robbery","Imprisonment",11,
"2009","European","Non-aggravated robbery","Imprisonment",7,
"2011","European","Non-aggravated robbery","Imprisonment",4,
"2012","European","Non-aggravated robbery","Imprisonment",5,
"2014","European","Non-aggravated robbery","Imprisonment",2,
"2004","European","Non-aggravated robbery","Total sentences",6,
"2006","European","Non-aggravated robbery","Total sentences",15,
"2007","European","Non-aggravated robbery","Total sentences",11,
"2009","European","Non-aggravated robbery","Total sentences",11,
"2012","European","Non-aggravated robbery","Total sentences",10,
